"Code","Year.index","Engagement","FreedomSpeak","Openness","RecommendCare","RecommendWork","Responses","rr","SHMI.before","SHMI.index","Survey.clinical.proportion","WorkStress"
"RNA",2016,0.716142048666667,0.776069805,0.7891042075,0.722171433,0.634119366,2049,0.443852641,0.998,0.9859,0.73,0.354228131
"RNA",2017,0.704574335666667,0.778624021,0.792719851,0.705888417,0.598950061,2049,0.361205433,0.9859,1.0435,0.71,0.405223298
"RNA",2018,0.683447737333333,0.7418755865,0.759619681,0.562013174,0.499946347,2049,0.362979189,1.0435,1.1792,0.71,0.424501625
"RNA",2019,0.67281524,0.75336753,0.77467183025,0.593423152,0.511602443,2049,0.428840519,1.1792,1.1422,0.75,0.457286548
"RNL",2015,0.670504616,0.720279183,0.726707952,0.507615448,0.428912357,1360,0.494532199,0.9806,1.0121,0.63,0.396670859
"RNL",2016,0.668933945333333,0.68108571375,0.71088218975,0.489419743,0.414164363,1360,0.459241952,1.0121,0.9747,0.65,0.380356996
"RNL",2017,0.658736082333333,0.7031341355,0.733145627,0.544508812,0.452804473,1360,0.503699789,0.9747,0.9831,0.62,0.379565612
"RNL",2018,0.666864685666667,0.71167883725,0.73367638175,0.530469468,0.453663337,1360,0.428358949,0.9831,0.9636,0.62,0.403818077
"RNL",2019,0.632655493666667,0.6816243945,0.68766721125,0.397386668,0.360420967,1360,0.338224322,NA,NA,0.62,0.46329167
"RNN",2019,NA,NA,NA,NA,NA,NA,NA,NA,0.9982,NA,NA
"RNQ",2015,0.695783599,0.75304069275,0.726324003,0.579890064,0.534222918,2099,0.266284075,0.9871,1.0757,0.61,0.377999533
"RNQ",2016,0.715089952,0.77824768825,0.772180126,0.614543171,0.590077672,2099,0.316721133,1.0757,1.0403,0.61,0.349224706
"RNQ",2017,0.677718475,0.74812033725,0.7512321075,0.549487715,0.488466345,2099,0.354920959,1.0403,1.107,0.61,0.385859647
"RNQ",2018,0.728771071333333,0.7778978545,0.781613027,0.643109785,0.6060003,2099,0.449859658,1.107,1.0812,0.64,0.382582259
"RNQ",2019,0.711466787,0.7766975415,0.783787468,0.643648138,0.616121882,2099,0.506515444,1.0812,1.0142,0.63,0.396189251
"RNS",2015,0.714976633666667,0.74265713825,0.72970271725,0.608201435,0.55324673,2027,0.315260166,1.0126,0.9842,0.66,0.39352792
"RNS",2016,0.727483284333333,0.7727443585,0.7618480325,0.683518703,0.615518829,2027,0.347008547,0.9842,0.9579,0.65,0.365876484
"RNS",2017,0.726482418666667,0.7758858995,0.78029341925,0.70604554,0.625858992,2027,0.389791667,0.9579,0.979,0.63,0.404539345
"RNS",2018,0.710122088333333,0.7765872465,0.7721144695,0.685608217,0.622644813,2027,0.436196319,0.979,1.0362,0.67,0.419493448
"RNS",2019,0.685638209,0.766293956,0.76104909975,0.642660811,0.586941961,2027,0.399487584,1.0362,1.0051,0.66,0.443742523
"RNZ",2015,0.782082803,0.82120995675,0.8054414245,0.852560221,0.734641458,1958,0.311007752,1.0196,1.1184,0.57,0.305459259
"RNZ",2016,0.745320327333333,0.8155528495,0.79972108625,0.826693995,0.721256279,1958,0.348837209,1.1184,1.0207,0.6,0.357513169
"RNZ",2017,0.733113858666667,0.795139013,0.78935330775,0.791324427,0.699382094,1958,0.460429448,1.0207,1.0798,0.62,0.35409379
"RNZ",2018,0.713947899,0.79998814875,0.79319381625,0.774792008,0.646226514,1958,0.392638037,1.0798,0.9969,0.62,0.379008119
"RNZ",2019,0.727308606,0.8018598155,0.78603101375,0.781343228,0.681893812,1958,0.539542574,0.9969,1.028,0.65,0.369085414
"RP5",2015,0.710894319,0.7601784035,0.7670977835,0.639658615,0.603110385,3665,0.437225361,1.124,1.0004,0.71,0.380498634
"RP5",2016,0.668903230666667,0.74535971075,0.74645303625,0.594372908,0.490521324,3665,0.467908903,1.0004,1.0363,0.71,0.388522697
"RP5",2017,0.650945688,0.75316469825,0.75131588325,0.617846752,0.516858401,3665,0.498637602,1.0363,1.0462,0.72,0.40423758
"RP5",2018,0.663253781,0.76017948275,0.752189512,0.638010242,0.548217627,3665,0.540826285,1.0462,1.0465,0.73,0.405730601
"RP5",2019,0.702884277333333,0.78576998775,0.77804534975,0.679599032,0.616473414,3665,0.593906984,1.0465,1.1183,0.74,0.393389292
"RPA",2015,0.692043837,0.72369894475,0.72187113875,0.505442341,0.469125534,1828,0.370852789,1.2434,1.1274,0.65,0.378124583
"RPA",2016,0.704876137333333,0.7560531835,0.75733656975,0.604267682,0.569447241,1828,0.494562531,1.1274,1.0914,0.66,0.34230522
"RPA",2017,0.685762549666667,0.732304721,0.73237306925,0.547137859,0.483302377,1828,0.401131222,1.0914,1.0271,0.64,0.368898067
"RPA",2018,0.659000572666667,0.7179460195,0.717011848,0.468321819,0.393318178,1828,0.402090072,1.0271,1.1022,0.65,0.434593314
"RPA",2019,0.70329312,0.7545823625,0.754158528,0.539787203,0.506547936,1828,0.431539188,1.1022,1.1146,0.69,0.426642022
"RQ3",2015,NA,NA,NA,NA,NA,2702,NA,NA,NA,NA,NA
"RQ3",2016,NA,NA,NA,NA,NA,2702,NA,NA,NA,NA,NA
"RQ3",2017,0.679754967333333,0.79594781875,0.78973495075,0.834874216,0.616227919,2702,0.356432061,NA,NA,NA,0.403736714
"RQ3",2018,0.673134239333333,0.78171308925,0.778015038,0.799299671,0.560406876,2702,0.333059885,NA,NA,NA,0.439629732
"RQ3",2019,0.689465526333333,0.79453427025,0.785933121,0.813525718,0.635721787,2702,0.523339144,NA,NA,0.68,0.441678127
"RQ6",2015,0.676454563,0.74622837225,0.75425623775,0.756416971,0.6529995,3022,0.393410214,1.0415,1.0229,0.62,0.360773636
"RQ6",2016,0.673158708333333,0.74561841375,0.74429561975,0.740343427,0.639944982,3022,0.414331162,1.0229,1.0367,0.61,0.353528287
"RQ6",2017,0.649892396333333,0.753746154,0.75202314525,0.744168752,0.622923425,3022,0.488059465,1.0367,1.0511,0.61,0.337089945
"RQ6",2018,0.679919061333333,0.7722568775,0.7666835815,0.740420323,0.638387165,3022,0.412863383,1.0511,1.0444,0.59,0.332799414
"RQ6",2019,0.694321157666667,0.769772951,0.764249345,0.738464843,0.628204391,3022,0.440653252,NA,NA,0.62,0.36852636
"RQ8",2015,0.694543876333333,0.72675362775,0.7414059695,0.693646928,0.641700873,2380,0.254416961,1.0236,1.0814,0.69,0.370927375
"RQ8",2016,0.742313488,0.80309768475,0.83172379025,0.767713752,0.718239448,2380,0.36985173,1.0814,1.0748,0.69,0.361651214
"RQ8",2017,0.683826947666667,0.77738060175,0.812531371,0.713762137,0.608045876,2380,0.330792683,1.0748,1.0899,0.72,0.404588671
"RQ8",2018,0.671967171666667,0.77045974825,0.81165947075,0.664011145,0.525487181,2380,0.332518337,1.0899,1.1085,0.7,0.442091024
"RQ8",2019,0.669724264,0.77481191375,0.81390386525,0.672288747,0.579301817,2380,0.503064891,1.1085,1.1094,0.71,0.421311003
"RQM",2015,NA,NA,NA,NA,NA,2758,NA,0.8029,0.8777,0.78,NA
"RQM",2016,0.689594986333333,0.77016510675,0.76993573275,0.718136084,0.625245192,2758,0.482170543,0.8777,0.8273,0.8,0.385050848
"RQM",2017,0.71911566,0.80473674825,0.802251065,0.782617666,0.689567874,2758,0.319470004,0.8273,0.8149,0.77,0.38582748
"RQM",2018,0.729017041333333,0.796951786,0.80219183275,0.80986555,0.724659516,2758,0.410487288,0.8149,0.8022,0.78,0.383917144
"RQM",2019,0.727999416,0.80050639375,0.80080180475,0.791904164,0.699150927,2758,0.460741731,0.8022,0.7493,0.78,0.413888009
"RQQ",2015,NA,NA,NA,NA,NA,NA,NA,0.9677,1.0828,0.72,NA
"RQQ",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
"RQW",2015,0.716957348,0.75526576625,0.765895188,0.668238248,0.552696792,1520,0.337092732,1.0808,0.9941,0.61,0.368250625
"RQW",2016,0.693540576333333,0.7329525025,0.7480057795,0.574678587,0.478995833,1520,0.394435352,0.9941,1.0551,0.67,0.401802021
"RQW",2017,0.691071209666667,0.7713747375,0.785188235,0.580072694,0.485095997,1520,0.371236387,1.0551,1.1213,0.64,0.40906534
"RQW",2018,0.715770027666667,0.78417044,0.79679491675,0.611179892,0.564499765,1520,0.400847714,1.1213,1.1669,0.64,0.405099467
"RQW",2019,0.712594927333333,0.757883189,0.76544488825,0.60872131,0.575989124,1520,0.448113208,1.1669,1.0956,0.61,0.407981667
"RQX",2015,0.700628035333333,0.7730312795,0.7671270275,0.728447712,0.678807578,2142,0.342097823,0.8701,0.9421,0.75,0.412620829
"RQX",2016,0.705129227333333,0.795557868,0.79639281525,0.755827017,0.699155713,2142,0.547800587,0.9421,0.774,0.76,0.387724375
"RQX",2017,0.693715196333333,0.79722111925,0.798749644,0.734855797,0.666132308,2142,0.504060639,0.774,0.8147,0.76,0.413976207
"RQX",2018,0.686356136333333,0.78654342075,0.785493954,0.751626884,0.677330463,2142,0.523718648,0.8147,0.6917,0.77,0.422826295
"RQX",2019,0.671515899666667,0.789040886,0.794810655,0.761594718,0.668940685,2142,0.561173697,0.6917,0.7703,0.78,0.433348033
"RR1",2015,NA,NA,NA,NA,NA,NA,NA,0.9856,0.9759,0.64,NA
"RR1",2016,NA,NA,NA,NA,NA,NA,NA,0.9759,0.9662,0.66,NA
"RR1",2017,NA,NA,NA,NA,NA,NA,NA,0.9662,0.9624,0.68,NA
"RR7",2015,NA,NA,NA,NA,NA,1566,NA,1.0058,0.9646,0.64,NA
"RR7",2016,NA,NA,NA,NA,NA,1566,NA,0.9646,0.9987,0.64,NA
"RR7",2017,0.701548259,0.82785969275,0.8144523165,0.806932849,0.712041973,1566,0.444038245,0.9987,1.017,0.67,0.314423951
"RR7",2018,0.701029881666667,0.832956265,0.824183542,0.812255962,0.72112006,1566,0.39553696,1.017,1.0409,0.64,0.346460536
"RR7",2019,0.701420226,0.82614145825,0.8251132655,0.82163134,0.71922423,1566,0.418604651,1.0409,1.0482,0.66,0.366124159
"RR8",2015,0.696580603,0.7499254135,0.76691468875,0.699471439,0.58856243,7313,0.500468353,1.0311,1.0065,0.67,0.370365536
"RR8",2016,0.707998126333333,0.78315428225,0.8055651805,0.743751036,0.6390787,7313,0.458566018,1.0065,0.9787,0.67,0.357879937
"RR8",2017,0.708382929666667,0.77615837275,0.80261819175,0.750616703,0.646782966,7313,0.303193377,0.9787,1.015,0.63,0.343867743
"RR8",2018,0.714095327666667,0.79565721,0.81645843225,0.804871692,0.707823993,7313,0.382012413,1.015,1.0744,0.64,0.336825253
"RR8",2019,0.709390782333333,0.7998430055,0.81412517675,0.792610157,0.698985685,7313,0.417981253,1.0744,1.0838,0.67,0.356959916
"RRF",2015,0.800807713,0.80578639375,0.81073599075,0.794037609,0.777473713,340,0.356132075,1.0925,1.1153,0.65,0.319940056
"RRF",2016,0.769875136333333,0.7854374605,0.783743993,0.776374617,0.724400423,340,0.354683747,1.1153,1.1756,0.59,0.329532333
"RRF",2017,0.756682777666667,0.793049155,0.78764243125,0.775328687,0.737359024,340,0.34427542,1.1756,1.1729,0.6,0.354915096
"RRF",2018,0.699620192666667,0.76452697,0.763150599,0.707232004,0.635621974,340,0.3432,1.1729,1.1025,0.58,0.398814463
"RRF",2019,0.759769187333333,0.78578314925,0.791609492,0.762734452,0.716909237,340,0.272,1.1025,1.1999,0.62,0.3808695
"RRK",2015,NA,NA,NA,NA,NA,7261,NA,1.0313,1.0269,0.63,NA
"RRK",2016,NA,NA,NA,NA,NA,7261,NA,1.0269,1.0364,0.62,NA
"RRK",2017,NA,NA,NA,NA,NA,7261,NA,1.0364,1.0295,0.63,NA
"RRK",2018,0.685747988666667,0.752405393,0.7599404085,0.717199657,0.614528408,7261,0.360020715,1.0295,0.9744,0.64,0.392577728
"RRK",2019,0.669287436,0.746239516,0.75248919325,0.691979544,0.589331217,7261,0.368653534,0.9744,0.9837,0.64,0.419050322
"RRV",2015,0.689941506,0.77179437325,0.7650624185,0.814416656,0.653752158,4162,0.358439078,0.7849,0.7586,0.67,0.412291363
"RRV",2016,0.707408267,0.78448252425,0.7914558265,0.83574006,0.70094772,4162,0.435250365,0.7586,0.7466,0.68,0.39296528
"RRV",2017,0.697365128,0.78922221375,0.78863310625,0.832012859,0.707229289,4162,0.404724024,0.7466,0.7515,0.68,0.407708009
"RRV",2018,0.690653018,0.781418359,0.7770529755,0.820775694,0.691252204,4162,0.369364025,0.7515,0.7255,0.67,0.453318577
"RRV",2019,0.706229927,0.78833193475,0.78109909275,0.820554775,0.718403232,4162,0.457362637,0.7255,0.7021,0.7,0.430142527
"RTD",2015,0.698861080666667,0.77311828225,0.7758329325,0.88795867,0.671945437,6485,0.267333333,0.978,0.9875,0.59,0.329394513
"RTD",2016,0.720007536,0.79921307225,0.827136862,0.908971999,0.74414572,6485,0.322262774,0.9875,0.9595,0.64,0.302952013
"RTD",2017,0.699534320333333,0.78916167475,0.8123952285,0.893887577,0.703333485,6485,0.326464907,0.9595,0.9282,0.63,0.332260478
"RTD",2018,0.709755699666667,0.81046908775,0.82452764525,0.903219961,0.730416988,6485,0.47168474,0.9282,0.9847,0.65,0.321444641
"RTD",2019,0.703000525666667,0.809445165,0.81531017,0.904603615,0.738120734,6485,0.449753797,0.9847,0.97,0.61,0.352485829
"RTE",2015,0.677671615,0.7417647195,0.74064977125,0.650442212,0.563737903,3403,0.505047749,1.0973,1.1069,0.69,0.340437713
"RTE",2016,0.677539191,0.74558550925,0.7375303015,0.640650704,0.564599063,3403,0.504205046,1.1069,1.1401,0.7,0.327771502
"RTE",2017,0.662140511333333,0.7515379045,0.7414684425,0.614504267,0.522561051,3403,0.474145831,1.1401,1.0695,0.67,0.376700875
"RTE",2018,0.671417807,0.782914748,0.76662421425,0.646932387,0.559688795,3403,0.456112399,1.0695,1.026,0.67,0.405600525
"RTE",2019,0.685828023333333,0.78112250325,0.76183707725,0.646835383,0.594084213,3403,0.495342067,1.026,1.0526,0.69,0.405682326
"RTF",2015,0.724979422333333,0.83032374775,0.831576056,0.861256724,0.752979434,932,0.782555283,1.0451,1.0372,0.7,0.273814715
"RTF",2016,0.726691294666667,0.808274834,0.814761822,0.80995654,0.737400557,932,0.762652705,1.0372,1.0325,0.7,0.279642308
"RTF",2017,0.706778259666667,0.79550938025,0.801882729,0.774699237,0.685311463,932,0.726345083,1.0325,1.0142,0.7,0.290887111
"RTF",2018,0.736207469,0.81766739475,0.8160641375,0.831954811,0.730839793,932,0.716357776,1.0142,1.0147,0.71,0.309193247
"RTF",2019,0.754742166333333,0.83446685675,0.8448426605,0.87638531,0.809854982,932,0.759576202,1.0147,1.0286,0.7,0.297691557
"RTG",2015,NA,NA,NA,NA,NA,5886,NA,1.0377,1.0242,0.65,NA
"RTG",2016,NA,NA,NA,NA,NA,5886,NA,1.0242,1.0203,0.65,NA
"RTG",2017,NA,NA,NA,NA,NA,5886,NA,1.0203,0.9394,0.7,NA
"RTG",2018,0.715089610333333,0.78027848275,0.77192690125,0.786532771,0.699994473,5886,0.379895341,0.9394,0.9676,0.69,0.386070573
"RTG",2019,0.712121442333333,0.77856889175,0.76850194175,0.786770071,0.674895076,5886,0.472202166,0.9676,0.8931,0.72,0.415548638
"RTH",2015,0.694983927666667,0.7533752905,0.75444213625,0.746252814,0.603531421,5926,0.297066015,0.9888,0.9858,0.64,0.369884922
"RTH",2016,0.724655409333333,0.77790301275,0.77498337175,0.788270645,0.608723984,5926,0.389491243,0.9858,0.9354,0.66,0.32593791
"RTH",2017,0.697037844,0.76727914875,0.771264849,0.752307191,0.566514711,5926,0.387697565,0.9354,0.9309,0.66,0.406125698
"RTH",2018,0.693750262,0.76806905925,0.77069822875,0.743923029,0.566406888,5926,0.498185902,0.9309,0.921,0.67,0.421572254
"RTH",2019,0.718249412333333,0.79749155825,0.79921635775,0.781141231,0.641780794,5926,0.48210218,0.921,0.9175,0.68,0.397664449
"RTK",2015,0.697841485333333,0.71658433925,0.71202599675,0.651088992,0.566237657,2003,0.464797318,0.9325,0.9377,0.7,0.331330824
"RTK",2016,0.750174013,0.77436125575,0.77186412575,0.703668876,0.633724667,2003,0.430068966,0.9377,0.9642,0.65,0.334890242
"RTK",2017,0.728095204,0.77279878425,0.7669533755,0.706671723,0.639208175,2003,0.440751839,0.9642,0.9478,0.66,0.337933371
"RTK",2018,0.735184461333333,0.7756123305,0.76688525775,0.71356337,0.649940773,2003,0.464195451,0.9478,0.9781,0.68,0.383217798
"RTK",2019,0.739122472666667,0.79067238925,0.77851678225,0.695516073,0.669394487,2003,0.539892183,0.9781,0.9721,0.7,0.384032905
"RTP",2015,0.749262585666667,0.7743374155,0.76485526925,0.78747283,0.730841106,2832,0.621644774,0.9369,0.9518,0.77,0.288361519
"RTP",2016,0.752426168,0.80455809425,0.79639146,0.812386205,0.759056309,2832,0.660490463,0.9518,0.9569,0.76,0.268243755
"RTP",2017,0.74729364,0.7975597705,0.7940506105,0.818539715,0.743687654,2832,0.665872385,0.9569,0.9494,0.73,0.303703218
"RTP",2018,0.752785166666667,0.827322368,0.82930695225,0.839217507,0.781971879,2832,0.636542723,0.9494,0.9468,0.74,0.320628834
"RTP",2019,0.747776415666667,0.8224513295,0.8267527875,0.842453276,0.788851437,2832,0.653437933,0.9468,0.9681,0.75,0.321953219
"RTR",2015,0.652053549333333,0.72876211375,0.75524291675,0.720593878,0.528246315,2250,0.457834156,1.0268,1.1009,0.7,0.358211145
"RTR",2016,0.679148456666667,0.75435126525,0.76798808975,0.729718839,0.555222459,2250,0.332333173,1.1009,1.0267,0.65,0.382393705
"RTR",2017,0.677373012666667,0.728208664,0.7435506095,0.700794037,0.544312142,2250,0.334951456,1.0267,1.1056,0.67,0.369695847
"RTR",2018,0.647250932666667,0.7325980095,0.737146636,0.702941798,0.472751628,2250,0.331194868,1.1056,1.0946,0.71,0.401224797
"RTR",2019,0.635045393,0.7259978515,0.73460089675,0.64195734,0.4421556,2250,0.272166445,1.0946,1.119,0.7,0.454319297
"RTX",2015,0.719841229333333,0.75589552,0.7850627115,0.639063141,0.613934297,3411,0.494019139,1.0181,0.9914,0.7,0.384245408
"RTX",2016,0.707414283,0.7807870145,0.8049194665,0.654855767,0.604732556,3411,0.417230056,0.9914,1.0335,0.61,0.362854608
"RTX",2017,0.701528954666667,0.7845288705,0.80698632275,0.701315669,0.633860279,3411,0.40329142,1.0335,1.0038,0.62,0.349601728
"RTX",2018,0.726497437,0.78834394525,0.804523028,0.717871554,0.660816221,3411,0.392459016,1.0038,1.0087,0.62,0.371349671
"RTX",2019,0.724618036,0.75741626775,0.767842406,0.65496893,0.618381687,3411,0.515490404,1.0087,1.0273,0.68,0.388654156
"RVJ",2015,0.672140958666667,0.73297675225,0.726027116,0.638755822,0.514927138,4213,0.303711388,0.9362,0.9017,0.59,0.408710301
"RVJ",2016,0.695732630333333,0.76042304875,0.75960622325,0.649801852,0.525138539,4213,0.323126511,0.9017,0.9667,0.63,0.366065034
"RVJ",2017,0.668896816,0.74701670175,0.74563450225,0.707578792,0.53733363,4213,0.463860704,0.9667,0.9552,0.63,0.423479478
"RVJ",2018,0.683279849666667,0.75491408225,0.74546517625,0.738957168,0.59716441,4213,0.414039409,0.9552,0.9214,0.59,0.425106447
"RVJ",2019,0.700989219333333,0.780967776,0.770935448,0.797320893,0.6895803,4213,0.505762305,0.9214,0.8776,0.64,0.39808495
"RVR",2015,0.732063044333333,0.7578046305,0.76439234025,0.721676065,0.633246026,3096,0.347786189,0.9902,0.9574,0.62,0.331287233
"RVR",2016,0.702173269333333,0.754715201,0.75639356425,0.678954162,0.586134219,3096,0.561932196,0.9574,0.9493,0.69,0.35162921
"RVR",2017,0.697826455333333,0.74479750875,0.74767203775,0.670500502,0.569724642,3096,0.516747419,0.9493,0.9527,0.68,0.378606533
"RVR",2018,0.684868263,0.745243389,0.74698164975,0.640914057,0.568169914,3096,0.414644265,0.9527,0.9657,0.65,0.406781357
"RVR",2019,0.706047357333333,0.77524985,0.77311618875,0.697470409,0.617672922,3096,0.566929134,0.9657,0.9245,0.71,0.394605038
"RVV",2015,0.675384639333333,0.73127838625,0.73568786625,0.596835779,0.477456229,4278,0.404787234,1.0215,0.9989,0.63,0.434874697
"RVV",2016,0.670366787333333,0.75983081075,0.7656354255,0.616690699,0.504067873,4278,0.470476706,0.9989,1.0105,0.63,0.423583481
"RVV",2017,0.655409898333333,0.743971865,0.74796852825,0.533848875,0.427433116,4278,0.502378687,1.0105,1.0156,0.65,0.449261183
"RVV",2018,0.660423072666667,0.74491945775,0.7490944735,0.542680137,0.448112899,4278,0.471980741,1.0156,1.0574,0.68,0.466526925
"RVV",2019,0.680912347666667,0.76899929,0.771696953,0.597138118,0.509814236,4278,0.544898739,1.0574,1.0683,0.69,0.443533721
"RVW",2015,0.687370329,0.75350482525,0.76183076725,0.623192905,0.568910397,2444,0.446706587,1.1824,1.1731,0.69,0.352866334
"RVW",2016,0.710998556,0.77218038025,0.78967142025,0.650513689,0.650301162,2444,0.606677524,1.1731,1.1029,0.68,0.311345997
"RVW",2017,0.686070649,0.779273711,0.7893228125,0.67350886,0.628646736,2444,0.511129431,1.1029,1.0499,0.66,0.337864371
"RVW",2018,0.708879683333333,0.80843469125,0.8144697825,0.708284829,0.670033684,2444,0.452,1.0499,1.0072,0.65,0.374377882
"RVW",2019,0.706879821,0.81122496225,0.8153530665,0.718767238,0.679499626,2444,0.548227905,1.0072,0.9793,0.7,0.367626306
"RVY",2015,0.709982543,0.73261581875,0.736138029,0.539211994,0.53283427,1379,0.474556213,1.0727,1.0789,0.72,0.32966661
"RVY",2016,0.689565396333333,0.70022320875,0.70597172325,0.51715492,0.501483082,1379,0.49370126,1.0789,1.1588,0.72,0.323237851
"RVY",2017,0.661554794,0.6953939685,0.70177862975,0.531525052,0.505641498,1379,0.453567587,1.1588,1.1419,0.67,0.323388633
"RVY",2018,0.654688014333333,0.72070989525,0.72749361175,0.51324534,0.518698183,1379,0.403873239,1.1419,1.1316,0.65,0.348961321
"RVY",2019,0.674985694333333,0.74359609425,0.743882017,0.553633227,0.551454592,1379,0.471452991,1.1316,0.9923,0.65,0.344758587
"RW3",2015,NA,NA,NA,NA,NA,NA,NA,1.0171,1.0045,0.66,NA
"RW3",2016,NA,NA,NA,NA,NA,NA,NA,1.0045,1.1179,0.61,NA
"RW3",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA
"RW6",2015,0.662412858,0.7226790395,0.73443081025,0.551919468,0.481996753,4088,0.286219081,1.0455,1.0796,0.58,0.400791024
"RW6",2016,0.667185073,0.7140662025,0.7204728745,0.517928036,0.475984726,4088,0.447820343,1.0796,1.0906,0.66,0.377392408
"RW6",2017,0.683693900666667,0.73194089075,0.74530348225,0.563048017,0.525140782,4088,0.33322372,1.0906,1.0077,0.63,0.367110849
"RW6",2018,0.688768374333333,0.75133952525,0.7686965625,0.601557453,0.545005607,4088,0.34423913,1.0077,0.9723,0.62,0.383549245
"RW6",2019,0.694771989,0.76471044825,0.7808169755,0.631390585,0.598115093,4088,0.405073325,0.9723,1.076,0.66,0.385014028
"RWA",2015,0.700601166,0.77205636425,0.76838254975,0.581327868,0.528851437,3101,0.35645933,1.0726,1.1223,0.67,0.449012544
"RWA",2016,0.712816820333333,0.75842285575,0.7764078145,0.656452868,0.586658755,3101,0.440276035,1.1223,1.0721,0.67,0.376837955
"RWA",2017,0.693058391,0.77367984575,0.79209188675,0.670238462,0.586747632,3101,0.421161826,1.0721,1.1034,0.67,0.367709037
"RWA",2018,0.713700072,0.78503461475,0.81110140775,0.701189661,0.6270837,3101,0.388083343,1.1034,1.088,0.65,0.391764129
"RWA",2019,0.700934332333333,0.7852332435,0.806208888,0.702856427,0.626941764,3101,0.366375236,1.088,1.0393,0.65,0.403749069
"RWD",2015,0.713940103,0.7023705225,0.70300991025,0.563459892,0.509177048,3767,0.329326923,1.0981,1.1099,0.69,0.301868162
"RWD",2016,0.727933269666667,0.73963839375,0.73566659725,0.592334244,0.548759666,3767,0.394036061,1.1099,1.1139,0.67,0.354381162
"RWD",2017,0.678948466666667,0.71067210575,0.7121858425,0.505222297,0.440179284,3767,0.450250836,1.1139,1.1487,0.66,0.395714802
"RWD",2018,0.66181742,0.72025241025,0.7184571255,0.472988776,0.413166257,3767,0.459160254,1.1487,1.1405,0.67,0.451262283
"RWD",2019,0.682327138333333,0.7311885925,0.7316704925,0.492211506,0.450537448,3767,0.503609626,1.1405,1.0973,0.69,0.441828965
"RWE",2015,0.735815730666667,0.73345507375,0.728259035,0.634919581,0.582830871,5347,0.254878049,0.9949,0.9816,0.65,0.322997159
"RWE",2016,0.735831521333333,0.76668698775,0.77654724325,0.649822193,0.584103746,5347,0.361632653,0.9816,1.0058,0.65,0.321637479
"RWE",2017,0.704200669,0.761974605,0.782190982,0.652448187,0.56755915,5347,0.339884066,1.0058,0.9663,0.67,0.359049128
"RWE",2018,0.710835841666667,0.75820190075,0.78663265025,0.650339396,0.596425568,5347,0.370309951,0.9663,0.9901,0.69,0.373463552
"RWE",2019,0.718003089,0.77030455075,0.7947785,0.670025091,0.624840138,5347,0.353637566,0.9901,0.952,0.68,0.363100804
"RWF",2015,0.727812750666667,0.7399761915,0.7576176995,0.748777111,0.652428366,2978,0.407542579,1.0368,1.0568,0.62,0.367700045
"RWF",2016,0.709084516333333,0.76319332175,0.7768456635,0.74783156,0.63235203,2978,0.36,1.0568,1.0878,0.68,0.379035346
"RWF",2017,0.717733482666667,0.74108647325,0.764154103,0.714502472,0.633529879,2978,0.326034063,1.0878,1.0219,0.6,0.351430681
"RWF",2018,0.698297025,0.75235819825,0.75268752775,0.717537922,0.633637493,2978,0.331985229,1.0219,1.0391,0.63,0.394824114
"RWF",2019,0.714054778,0.77256361575,0.77611520925,0.739320012,0.660800262,2978,0.511332418,NA,NA,0.63,0.397377632
"RWG",2015,0.713287396,0.71967638375,0.71407654125,0.543177413,0.503874843,2057,0.331344768,0.9015,0.9378,0.63,0.376737758
"RWG",2016,0.707577129,0.77964852325,0.76989993675,0.572013419,0.548326547,2057,0.428605885,0.9378,0.8952,0.65,0.370758949
"RWG",2017,0.721391909666667,0.77781025725,0.78752645175,0.560795252,0.556595496,2057,0.410757409,0.8952,0.9798,0.67,0.362904434
"RWG",2018,0.740081812,0.788423833,0.79399672975,0.589044723,0.595988912,2057,0.435723377,0.9798,0.9646,0.7,0.355654381
"RWG",2019,0.716738981,0.782142007,0.78360310825,0.569904795,0.591782768,2057,0.418685121,0.9646,0.9974,0.72,0.366292065
"RWH",2015,0.726032730333333,0.75350150125,0.7548106695,0.676660801,0.598327425,2605,0.350214417,1.1334,1.0969,0.68,0.395862972
"RWH",2016,0.740644237333333,0.75345316075,0.75580460675,0.691437253,0.608936518,2605,0.345035863,1.0969,1.0231,0.65,0.330136287
"RWH",2017,0.692685057,0.712880263,0.70897012575,0.626387918,0.495120418,2605,0.28933645,1.0231,1.0736,0.62,0.385483793
"RWH",2018,0.688893533666667,0.73226570975,0.72808679775,0.637752804,0.539603594,2605,0.428366505,1.0736,0.999,0.71,0.39954395
"RWH",2019,0.699090649666667,0.75407050825,0.75531683975,0.660804965,0.5814732,2605,0.445680068,0.999,0.8897,0.68,0.400325602
"RWJ",2015,0.685297669,0.763831782,0.7600833315,0.732368819,0.614941414,2793,0.343385754,0.9312,0.9748,0.61,0.364292827
"RWJ",2016,0.687089010333333,0.76131624725,0.77065588275,0.658909392,0.527262979,2793,0.386163768,0.9748,0.9101,0.63,0.356055397
"RWJ",2017,0.674209457333333,0.7586272335,0.76084945425,0.656879041,0.522105137,2793,0.417633411,0.9101,0.9609,0.66,0.403498
"RWJ",2018,0.700962361333333,0.76652704175,0.7745303755,0.641846295,0.544683188,2793,0.307,0.9609,0.9631,0.61,0.426314915
