"Code","Year.index","Engagement","FreedomSpeak","Openness","RecommendCare","RecommendWork","Responses","rr","SHMI.before","SHMI.index","Survey.clinical.proportion","WorkStress"
"REM",2017,0.668784594,0.756731574,0.77279147225,0.68991398,0.590239031,2552,0.50075643,1.0701,0.9882,0.68,0.366039508
"REM",2018,0.680430018333333,0.74626336825,0.7674388105,0.727076093,0.605118005,2552,0.381772365,0.9882,0.9975,0.66,0.359949013
"REM",2019,0.700204263,0.7739466535,0.7949498115,0.739744923,0.65079086,2552,0.507053447,0.9975,1.0125,0.68,0.386444332
"RF1",2015,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,NA
"RF1",2016,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,NA
"RF1",2017,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,NA
"RF1",2018,0.641902836666667,0.728398521,0.72163816375,0.397451378,0.393949687,848,0.430769231,NA,NA,NA,0.466123414
"RF1",2019,0.673565195666667,0.756787689,0.76550723225,0.43255161,0.468193007,848,0.412050534,NA,NA,NA,0.454268951
"RF4",2015,0.732522865666667,0.74106639125,0.75633176075,0.592943873,0.544272286,3630,0.37006899,0.9679,0.9598,0.7,0.409989313
"RF4",2016,0.736022098,0.76375995375,0.78992770325,0.637863862,0.593099759,3630,0.431462585,0.9598,1.0712,0.72,0.37065503
"RF4",2017,0.708199173666667,0.7474133485,0.77584569275,0.627849184,0.556335537,3630,0.467949763,1.0712,1.0232,0.7,0.382572341
"RF4",2018,0.708639450333333,0.75409113075,0.76804518475,0.598822488,0.532592338,3630,0.456589021,1.0232,0.9593,0.71,0.401776892
"RF4",2019,0.718821147333333,0.7635273455,0.78678202025,0.633197764,0.571516808,3630,0.568519969,0.9593,1.0345,0.74,0.405107836
"RFF",2015,0.672298431333333,0.7615910565,0.7938692,0.602140289,0.561884695,2237,0.456622635,1.0253,0.9857,0.66,0.410735141
"RFF",2016,0.648322749666667,0.7430030285,0.78092465425,0.618546914,0.579123433,2237,0.518245614,0.9857,0.9915,0.7,0.387909613
"RFF",2017,0.662037237,0.76746778475,0.7978973525,0.62977942,0.595786399,2237,0.443358058,0.9915,1.0147,0.69,0.401870471
"RFF",2018,0.694504754333333,0.78204610975,0.80964581525,0.679505692,0.637314735,2237,0.503401361,1.0147,1.0261,0.7,0.386439663
"RFF",2019,0.698670079333333,0.78171267875,0.80474395425,0.706630917,0.69107777,2237,0.705011031,1.0261,1.0185,0.74,0.393146661
"RFR",2015,0.640959394,0.71877095725,0.72633187175,0.561660722,0.481771505,2037,0.417910448,1.0643,1.0501,0.65,0.372644293
"RFR",2016,0.654228120333333,0.751408453,0.7728917455,0.571007924,0.52124393,2037,0.402181818,1.0501,1.1013,0.65,0.379349071
"RFR",2017,0.645664868,0.72724352125,0.7511877375,0.549770888,0.454811851,2037,0.41473885,1.1013,1.0904,0.63,0.399080001
"RFR",2018,0.665376852333333,0.75935764075,0.7669975205,0.540107042,0.514627283,2037,0.384688091,1.0904,1.0572,0.65,0.409115582
"RFR",2019,0.671288882,0.76930024875,0.774670791,0.55410789,0.538675206,2037,0.48019802,1.0572,1.1908,0.66,0.411163139
"RFS",2015,0.700093811333333,0.748948856,0.74944467375,0.671357823,0.573345371,2459,0.560518335,0.929,0.9844,0.69,0.379954055
"RFS",2016,0.680785663666667,0.761746281,0.7563461235,0.630752314,0.538024999,2459,0.331066946,0.9844,0.9868,0.61,0.417924508
"RFS",2017,0.678605898666667,0.73287727875,0.73477527625,0.660018473,0.577593213,2459,0.628178516,0.9868,1.019,0.73,0.407433932
"RFS",2018,0.699009944666667,0.76857782725,0.76621481475,0.71384775,0.6428971,2459,0.708837928,1.019,0.994,0.73,0.372332486
"RFS",2019,0.730270583333333,0.7920459985,0.783949707,0.727987593,0.694847759,2459,0.709258725,0.994,0.9879,0.8,0.375638699
"RFW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
"RGN",2015,NA,NA,NA,NA,NA,1963,NA,1.0084,1.0455,0.65,NA
"RGN",2016,NA,NA,NA,NA,NA,1963,NA,1.0455,1.0734,0.68,NA
"RGN",2017,0.717388797,0.75419597325,0.7574268945,0.7097449,0.589425891,1963,0.380145278,1.0734,1.0785,0.67,0.357829206
"RGN",2018,0.736013467,0.79754001475,0.7872268635,0.740910784,0.639108839,1963,0.38178634,1.0785,1.046,0.67,0.400876178
"RGN",2019,0.706104549666667,0.78827978825,0.7800598935,0.699757651,0.602479289,1963,0.311192137,1.046,1.1282,0.69,0.418052648
"RGP",2015,0.754168947666667,0.79291020325,0.80522743025,0.767821363,0.716732919,1278,0.505660377,1.1269,1.0895,0.74,0.324305504
"RGP",2016,0.693446416333333,0.75328356625,0.76984141575,0.769465303,0.700925573,1278,0.430420712,1.0895,1.1517,0.71,0.30718819
"RGP",2017,0.691805319333333,0.7603539575,0.770801268,0.758824849,0.709651285,1278,0.421010425,1.1517,1.1768,0.71,0.29771705
"RGP",2018,0.707976571333333,0.74920406775,0.75184517925,0.75566382,0.705535164,1278,0.395516413,1.1768,1.1152,0.7,0.362586014
"RGP",2019,0.675905720333333,0.75548579575,0.75954209525,0.742593119,0.679278307,1278,0.403663929,1.1152,1.0774,0.68,0.448185468
"RGQ",2015,NA,NA,NA,NA,NA,NA,NA,0.9931,0.9811,0.73,NA
"RGQ",2016,NA,NA,NA,NA,NA,NA,NA,0.9811,0.9962,0.74,NA
"RGQ",2017,NA,NA,NA,NA,NA,NA,NA,0.9962,1.0501,0.68,NA
"RGR",2015,0.734842734,0.7608838935,0.75782812,0.831555581,0.741727259,2077,0.543529412,0.9034,0.8765,0.77,0.331998507
"RGR",2016,0.738857163,0.79786810975,0.788492591,0.848273093,0.738945096,2077,0.501204819,0.8765,0.9037,0.71,0.345537586
"RGR",2017,0.721029398333333,0.80617282275,0.80257387775,0.853268701,0.745528561,2077,0.4792,0.9037,0.8853,0.71,0.327674727
"RGR",2018,0.742077617,0.81526858125,0.80630902175,0.828471822,0.741490989,2077,0.484286865,0.8853,0.9029,0.7,0.350226422
"RGR",2019,0.754681889666667,0.81693606375,0.81513550625,0.861867484,0.765321981,2077,0.517825979,0.9029,0.9204,0.71,0.364956193
"RGT",2015,0.717999217,0.7631183955,0.76693171575,0.819744866,0.613988817,5777,0.372280419,0.8916,0.8363,0.65,0.365341758
"RGT",2016,0.725652249333333,0.7959980655,0.81836859375,0.827981192,0.654433478,5777,0.448598131,0.8363,0.8126,0.66,0.313774951
"RGT",2017,0.700537292666667,0.78777592925,0.79909744675,0.842855544,0.669392685,5777,0.494404992,0.8126,0.8651,0.62,0.33622242
"RGT",2018,0.725679357666667,0.81479091975,0.82053751325,0.842863381,0.713327551,5777,0.514720509,0.8651,0.8802,0.66,0.351841019
"RGT",2019,0.725806019,0.82625384525,0.830483715,0.844771975,0.715970261,5777,0.555480769,0.8802,0.8449,0.67,0.37271243
"RH8",2015,NA,NA,NA,NA,NA,991,NA,0.9181,0.9815,0.66,NA
"RH8",2016,NA,NA,NA,NA,NA,991,NA,0.9815,1.0518,0.64,NA
"RH8",2017,0.728044325666667,0.79403481125,0.792047399,0.838721749,0.702242312,991,0.502083596,1.0518,1.1132,0.67,0.322743349
"RH8",2018,0.737596355,0.80868506275,0.7967104405,0.858442394,0.734321366,991,0.528154133,1.1132,1.0576,0.68,0.341445724
"RH8",2019,0.735732831,0.79689489975,0.77765684625,0.847148621,0.725469412,991,0.48841794,1.0576,1.1164,0.68,0.42013317
"RHM",2015,0.730768879,0.795183717,0.79240734725,0.795828563,0.686138081,5826,0.390919037,1.0156,0.9509,0.67,0.330892867
"RHM",2016,0.740102727333333,0.814736303,0.812599942,0.822172617,0.72275391,5826,0.383298319,0.9509,0.9589,0.67,0.351404917
"RHM",2017,0.735341713666667,0.8173732345,0.818098661,0.841217944,0.739434967,5826,0.451612903,0.9589,0.9452,0.7,0.349751372
"RHM",2018,0.734978163,0.81611965675,0.8111747065,0.846371797,0.742479282,5826,0.434352853,0.9452,0.9398,0.68,0.373058126
"RHM",2019,0.726482295,0.8154892625,0.80857995375,0.838912749,0.730790108,5826,0.51521047,0.9398,0.8768,0.7,0.366091531
"RHQ",2015,0.647650623666667,0.72980097225,0.72047787275,0.75177713,0.634591859,7661,0.507878788,0.918,0.9362,0.64,0.378896919
"RHQ",2016,0.677958263333333,0.78141553525,0.77639025825,0.808387812,0.67619343,7661,0.456600881,0.9362,0.9846,0.63,0.361090546
"RHQ",2017,0.678633290666667,0.7849428965,0.780375223,0.810524079,0.682106776,7661,0.444389854,0.9846,0.9536,0.63,0.366124286
"RHQ",2018,0.676734724,0.79343503875,0.78762128425,0.810496594,0.678513377,7661,0.456118067,0.9536,0.9571,0.63,0.389213777
"RHQ",2019,0.673645201666667,0.7951577105,0.79046060925,0.810166521,0.69339034,7661,0.452670763,0.9571,1.0065,0.62,0.398801803
"RHU",2015,0.729020124,0.79338799225,0.78930476325,0.735463961,0.660091625,3911,0.539108843,1.084,1.0711,0.7,0.320077393
"RHU",2016,0.717397327666667,0.79588361325,0.7920888515,0.721623802,0.653709448,3911,0.58116262,1.0711,1.1002,0.7,0.321566538
"RHU",2017,0.706088286,0.78656711775,0.78964159875,0.691038059,0.614540346,3911,0.594548793,1.1002,1.0571,0.71,0.329407538
"RHU",2018,0.689402351333333,0.79070567525,0.789821948,0.684961163,0.602813707,3911,0.571188341,1.0571,1.0212,0.7,0.373241233
"RHU",2019,0.711338705666667,0.80642600175,0.79727996375,0.705282202,0.635185503,3911,0.523841414,1.0212,1.0554,0.69,0.382023217
"RHW",2015,0.704994652,0.7382861325,0.7426686285,0.729983731,0.570982452,2831,0.373232799,1.0438,0.9457,0.72,0.363492291
"RHW",2016,0.717085570666667,0.77090452675,0.7653244375,0.735377484,0.580343914,2831,0.370362984,0.9457,1.0174,0.67,0.368873168
"RHW",2017,0.706505967333333,0.78025094225,0.786697291,0.765920676,0.635420787,2831,0.426955521,1.0174,1.0552,0.67,0.315280277
"RHW",2018,0.734424505,0.7954429565,0.801264666,0.794306475,0.670061792,2831,0.462526767,1.0552,1.046,0.69,0.348249691
"RHW",2019,0.74337486,0.8129963115,0.81149336975,0.808632556,0.700849439,2831,0.535160681,1.046,1.1184,0.71,0.364705056
"RJ1",2015,0.739449566333333,0.807364956,0.80494794975,0.884641329,0.786170898,6897,0.331571503,0.8049,0.7424,0.66,0.350817086
"RJ1",2016,0.746784928333333,0.81604849425,0.8191540195,0.888572545,0.78580855,6897,0.381842556,0.7424,0.7518,0.65,0.350480518
"RJ1",2017,0.725509254333333,0.8190309025,0.81774994625,0.879022642,0.780174873,6897,0.360910308,0.7518,0.7204,0.63,0.383386295
"RJ1",2018,0.726112440666667,0.8223034355,0.81749631825,0.865227979,0.773016868,6897,0.406487959,0.7204,0.7017,0.66,0.414831619
"RJ1",2019,0.727545401666667,0.82729892575,0.82442182825,0.875432084,0.783826432,6897,0.414532997,0.7017,0.7456,0.65,0.411874312
"RJ2",2015,0.709318185,0.751925643,0.73983880975,0.595556145,0.57776932,2838,0.272943327,1.0435,1.0129,0.7,0.404679712
"RJ2",2016,0.70389665,0.76019504925,0.754498084,0.620390584,0.597137115,2838,0.295609258,1.0129,1.0003,0.71,0.408885645
"RJ2",2017,0.683878752333333,0.7370020835,0.74408648975,0.540302208,0.515538574,2838,0.318993929,1.0003,0.9696,0.74,0.427693864
"RJ2",2018,0.708413754333333,0.7686831405,0.770196933,0.593030355,0.584112374,2838,0.358267717,0.9696,0.9698,0.7,0.409765041
"RJ2",2019,0.710345957,0.771693656,0.774168319,0.580920487,0.603436702,2838,0.459669582,0.9698,0.9467,0.73,0.414070491
"RJ6",2015,NA,NA,NA,NA,NA,1812,NA,0.9731,0.9858,NA,NA
"RJ6",2016,0.723033055,0.7533617225,0.74859168175,0.559045502,0.545610088,1812,0.33380966,0.9858,0.9061,0.7,0.373920942
"RJ6",2017,0.706369474666667,0.752380725,0.75039802525,0.552788642,0.562434762,1812,0.39494382,0.9061,0.8837,0.71,0.377057791
"RJ6",2018,0.715979662666667,0.74877654,0.7431984945,0.555230736,0.533042273,1812,0.258147513,0.8837,0.9677,0.69,0.416793893
"RJ6",2019,0.711731927333333,0.76341250825,0.7497793205,0.567839294,0.586275926,1812,0.512733447,0.9677,0.9582,0.71,0.384946969
"RJ7",2015,0.669513867,0.741919947,0.73386208575,0.709123821,0.542960533,4923,0.30810093,0.8868,0.9057,0.69,0.433136583
"RJ7",2016,0.676370867333333,0.75142796375,0.7397053155,0.696047124,0.514156075,4923,0.401693539,0.9057,0.8446,0.72,0.411326834
"RJ7",2017,0.669421123666667,0.75209980675,0.755662238,0.729048429,0.585065231,4923,0.514865672,0.8446,0.8173,0.71,0.416257779
"RJ7",2018,0.666041022666667,0.746680955,0.748779917,0.684349862,0.568896233,4923,0.540260366,0.8173,0.8394,0.68,0.425801076
"RJ7",2019,0.67499291,0.75662425025,0.75852106375,0.71906583,0.608099978,4923,0.595068294,0.8394,0.8624,0.68,0.442426993
"RJC",2015,0.734744562666667,0.77137359,0.7637666775,0.807727708,0.719455817,502,0.518867925,1.0504,1.0548,0.74,0.334979189
"RJC",2016,0.765262601,0.813383474,0.79162906025,0.826005515,0.773787622,502,0.526864475,1.0548,1.071,0.71,0.289460543
"RJC",2017,0.738599633333333,0.80835989875,0.804220144,0.809775934,0.741412867,502,0.480847596,1.071,1.0103,0.7,0.362368179
"RJC",2018,0.749647098333333,0.81739636575,0.794652719,0.807477824,0.750640676,502,0.5008,1.0103,0.9912,0.71,0.340203796
"RJC",2019,0.759245217666667,0.83279620675,0.82657768925,0.857441775,0.768701395,502,0.4016,0.9912,0.9835,0.67,0.410952206
"RJE",2015,0.730104612666667,0.7547789915,0.76372920225,0.735517116,0.601983137,4596,0.355117139,1.0232,1.033,0.64,0.388487297
"RJE",2016,0.676503075666667,0.73851274,0.74785770575,0.686310883,0.562595815,4596,0.355845411,1.033,1.0082,0.64,0.409008806
"RJE",2017,0.664503933666667,0.7372875645,0.74168030875,0.710170219,0.546607367,4596,0.416302766,1.0082,1.046,0.65,0.405431546
"RJE",2018,0.681504909666667,0.74332960875,0.74771812825,0.714946247,0.572473981,4596,0.424126046,1.046,1.0554,0.64,0.418402757
"RJE",2019,0.684933482666667,0.756051414,0.75977402275,0.738538621,0.604138673,4596,0.445607912,1.0554,0.9879,0.68,0.40242162
"RJF",2015,NA,NA,NA,NA,NA,NA,NA,0.9641,0.9653,0.71,NA
"RJF",2016,NA,NA,NA,NA,NA,NA,NA,0.9653,0.9918,0.68,NA
"RJF",2017,NA,NA,NA,NA,NA,NA,NA,0.9918,0.982,0.67,NA
"RJL",2015,0.713952463333333,0.75309263125,0.72374683,0.557382121,0.517711052,2571,0.336569579,1.0981,1.0755,0.72,0.341944774
"RJL",2016,0.684938009,0.73954528475,0.7438970395,0.549566882,0.493516637,2571,0.405228758,1.0755,1.1218,0.67,0.377622472
"RJL",2017,0.654733003,0.698496886,0.69681356275,0.467079562,0.431018605,2571,0.335607537,1.1218,1.191,0.61,0.403772713
"RJL",2018,0.662641975,0.7336144315,0.72783068025,0.487603914,0.471600936,2571,0.347975883,1.191,1.1263,0.6,0.389235169
"RJL",2019,0.673634924666667,0.73029086625,0.72996021575,0.529084497,0.503618196,2571,0.391920732,1.1263,1.1629,0.58,0.399411527
"RJN",2015,0.700283692666667,0.759734991,0.75657687975,0.678762238,0.554773757,972,0.393475366,0.9738,1.0279,0.75,0.415853282
"RJN",2016,0.751027309,0.7878503005,0.7800108105,0.707643435,0.621254491,972,0.432042834,1.0279,1.1139,0.68,0.371718173
"RJN",2017,0.727703154333333,0.77757059975,0.77657562725,0.722359348,0.613865337,972,0.404705882,1.1139,1.071,0.66,0.38147437
"RJN",2018,0.726264072666667,0.79235856775,0.782009109,0.74154218,0.67499198,972,0.444700461,1.071,1.1472,0.71,0.381927627
"RJN",2019,0.708572789,0.79460864575,0.785818127,0.731084838,0.672642028,972,0.414498934,1.1472,1.1513,0.69,0.405496415
"RJR",2015,0.696254891,0.768724938,0.7599804165,0.735954923,0.648663544,1155,0.404157667,1.0995,1.0527,0.67,0.325302104
"RJR",2016,0.699774027,0.7583158105,0.75529220375,0.724619488,0.626044458,1155,0.356828194,1.0527,1.0904,0.69,0.320309459
"RJR",2017,0.684819277333333,0.75626154075,0.74030720675,0.713193221,0.611140807,1155,0.395490716,1.0904,1.067,0.67,0.348172317
"RJR",2018,0.708888540666667,0.7544021865,0.73939727275,0.738016717,0.631689041,1155,0.3584,1.067,1.069,0.67,0.383535069
"RJR",2019,0.672411911,0.777703369,0.773198003,0.704533134,0.592603703,1155,0.297067901,1.069,1.0913,0.62,0.439509737
"RJZ",2015,0.713270205,0.782650398,0.750809523,0.688408186,0.55289247,5048,0.302696078,0.9062,0.8709,0.68,0.448452553
"RJZ",2016,0.684942366333333,0.7546093985,0.74023589625,0.687707428,0.554020781,5048,0.360582837,0.8709,0.9292,0.73,0.437217691
"RJZ",2017,0.660635540333333,0.75669670475,0.75254046925,0.705930132,0.569735609,5048,0.436539657,0.9292,0.9287,0.76,0.44105244
"RJZ",2018,0.658028086666667,0.7578844575,0.75950999575,0.682995033,0.551306957,5048,0.396320365,0.9287,0.9589,0.76,0.462806323
"RJZ",2019,0.658710029333333,0.75486848875,0.76059090425,0.66845608,0.560662814,5048,0.432302818,0.9589,0.9411,0.76,0.448020854
"RK5",2015,0.656160676666667,0.696931356,0.70553597825,0.571640317,0.466511849,3161,0.445882353,1.0468,0.9909,0.63,0.408860778
"RK5",2016,0.708282416,0.76910535425,0.76360442975,0.73181896,0.679719062,3161,0.410903173,0.9909,0.951,0.64,0.359177627
"RK5",2017,0.702974031,0.76411043675,0.7791440595,0.775734667,0.695273404,3161,0.565804274,0.951,1.0201,0.64,0.362566111
"RK5",2018,0.724505546666667,0.7878171515,0.802043459,0.794130047,0.706285286,3161,0.616217411,1.0201,0.9672,0.67,0.390887707
"RK5",2019,0.720908525,0.798822254,0.81258039425,0.785951092,0.733323092,3161,0.661989529,0.9672,0.9685,0.67,0.372306501
"RK9",2015,0.658831228333333,0.7466096775,0.74528298925,0.645396646,0.51513888,4602,0.443930636,0.9785,1.0047,0.67,0.339500033
"RK9",2016,0.676806715666667,0.7522615565,0.7648655435,0.683329577,0.569598505,4602,0.484235669,1.0047,1.0004,0.66,0.332397203
"RK9",2017,0.692045241,0.78349053525,0.7931807125,0.692962418,0.570287463,4602,0.572104718,1.0004,1.0337,0.68,0.368587493
"RK9",2018,0.700221255,0.7981952115,0.798653546,0.71292687,0.607759769,4602,0.524717618,1.0337,1.0808,0.67,0.384717961
"RK9",2019,0.706694256,0.80529083475,0.8028147945,0.693840761,0.614900366,4602,0.626719325,1.0808,1.0995,0.69,0.397320672
"RKB",2015,0.745300108,0.789521142,0.79155645075,0.770515095,0.688700426,3305,0.391048292,1.0378,1.0627,0.7,0.31259995
"RKB",2016,0.706829736333333,0.77148081725,0.7836568825,0.740071035,0.633247277,3305,0.407956844,1.0627,1.1047,0.71,0.352755067
"RKB",2017,0.714572017333333,0.78639354525,0.80730449875,0.724772737,0.606519638,3305,0.414640489,1.1047,1.1197,0.69,0.37945837
"RKB",2018,0.729706262333333,0.804539761,0.8250738085,0.762735112,0.654341211,3305,0.374631268,1.1197,1.1202,0.68,0.387382256
"RKB",2019,0.717367238,0.8068396775,0.82282026525,0.736778308,0.652951627,3305,0.39704469,1.1202,1.0784,0.7,0.418545988
"RKE",2015,0.697263491,0.76793007825,0.76699567825,0.685150723,0.573609706,2350,0.298452469,0.6553,0.6688,0.74,0.418708027
"RKE",2016,0.683185773333333,0.77684243425,0.769025971,0.710464923,0.580944301,2350,0.355645161,0.6688,0.6907,0.71,0.421095504
"RKE",2017,0.704249932333333,0.76759449325,0.77631844775,0.702584218,0.587539824,2350,0.423880597,0.6907,0.7437,0.74,0.446134979
"RKE",2018,0.683274979333333,0.75926797875,0.758201826,0.690739084,0.593548563,2350,0.484893512,0.7437,0.7703,0.76,0.437040533
"RKE",2019,0.694488947666667,0.7861127855,0.79710808025,0.714993549,0.632049734,2350,0.563954884,0.7703,0.8874,0.74,0.448008085
"RL4",2015,0.783513884666667,0.77201262375,0.796145435,0.748218907,0.683844059,3381,0.387706856,0.9836,1.0395,0.64,0.241140227
"RL4",2016,0.735702686666667,0.7547265365,0.773332447,0.712200466,0.687216457,3381,0.3168,1.0395,1.1101,0.64,0.340787055
"RL4",2017,0.702265825333333,0.74288684725,0.76283205675,0.734507316,0.661835603,3381,0.401348039,1.1101,1.2181,0.66,0.345743481
"RL4",2018,0.719208173666667,0.7653929405,0.78338375975,0.772822754,0.708001319,3381,0.37513436,1.2181,1.2173,0.63,0.362038734
"RL4",2019,0.719682494,0.779185425,0.7972951795,0.781138244,0.721555455,3381,0.365988309,1.2173,1.058,0.61,0.355524284
"RLN",2015,NA,NA,NA,NA,NA,NA,NA,1.0986,0.976,0.69,NA
"RLN",2016,NA,NA,NA,NA,NA,NA,NA,0.976,1.0061,0.72,NA
"RLN",2017,NA,NA,NA,NA,NA,NA,NA,1.0061,0.9634,0.71,NA
"RLN",2018,NA,NA,NA,NA,NA,NA,NA,0.9634,0.9912,0.75,NA
"RLQ",2015,0.734582237333333,0.7709069015,0.77991763325,0.644288948,0.606069705,563,0.47625,1.1776,1.152,0.73,0.380526843
"RLQ",2016,0.729480100666667,0.7646537905,0.777406724,0.594726207,0.564437668,563,0.475937604,1.152,1.1894,0.71,0.348192457
"RLQ",2017,0.705309532333333,0.74946497875,0.75931672225,0.586997163,0.550972558,563,0.48713774,1.1894,1.1668,0.72,0.389032854
"RLQ",2018,0.719037047666667,0.77978734375,0.78090997475,0.631194185,0.606611933,563,0.449919225,1.1668,1.0586,0.72,0.369279732
"RLQ",2019,0.764912219,0.7847976785,0.80395338525,0.66934874,0.650361946,563,0.458842706,1.0586,1.0284,0.71,0.365868639
"RLT",2015,0.658702119,0.741641213,0.74113361775,0.673757553,0.61528856,864,0.345767575,1.0065,1.1506,0.72,0.360136839
"RLT",2016,0.677729258666667,0.7505471425,0.7646876565,0.65490698,0.601120668,864,0.39386902,1.1506,1.1012,0.67,0.352833001
"RLT",2017,0.686510700666667,0.76535268825,0.77818669875,0.705396629,0.650996518,864,0.424450549,1.1012,1.0863,0.69,0.362375702
"RLT",2018,0.680450433,0.7764944155,0.767389157,0.656704644,0.613564563,864,0.348906987,1.0863,1.1427,0.65,0.379793901
"RLT",2019,0.666531592333333,0.76327442325,0.75653722475,0.643948893,0.590586034,864,0.362720403,1.1427,1.1263,0.68,0.417944808
"RM1",2015,0.678185400666667,0.7377689565,0.74529807525,0.720648636,0.570811177,3776,0.488547318,1.0194,1.0401,0.7,0.368450372
"RM1",2016,0.660841612,0.7411286545,0.758427565,0.718250625,0.56304561,3776,0.455995443,1.0401,1.0897,0.68,0.353430557
"RM1",2017,0.66899232,0.7493744085,0.770348899,0.762921362,0.607927084,3776,0.471028037,1.0897,1.0647,0.67,0.353742396
"RM1",2018,0.667661716,0.75589325825,0.762104442,0.756717967,0.619935203,3776,0.457228289,1.0647,1.0748,0.67,0.385731592
"RM1",2019,0.669111503,0.77795746475,0.78243771575,0.724286523,0.618510022,3776,0.457364341,1.0748,1.1338,0.67,0.392390276
"RM2",2015,NA,NA,NA,NA,NA,NA,NA,0.9997,0.9793,0.68,NA
"RM2",2016,NA,NA,NA,NA,NA,NA,NA,0.9793,0.9551,0.69,NA
"RM2",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA
"RM3",2015,0.665846984333333,0.75419902475,0.77726080975,0.829298998,0.583759307,4691,0.4409257,0.9855,0.8962,0.66,0.387754661
"RM3",2016,0.680202266666667,0.757605672,0.7702306025,0.782180306,0.588583512,4691,0.518312213,0.8962,0.8992,0.63,0.403170211
"RM3",2017,0.667956249333333,0.763033182,0.77385116425,0.762720964,0.593179577,4691,0.42134979,0.8992,0.8902,0.63,0.404717658
"RM3",2018,0.684080741333333,0.76629241175,0.774592538,0.799566288,0.625112984,4691,0.427251732,0.8902,0.9182,0.61,0.412675639
"RM3",2019,0.693464736333333,0.7841114325,0.7907078405,0.789771239,0.660827567,4691,0.495144606,0.9182,0.9299,0.64,0.401726544
"RMC",2015,0.742347735333333,0.788144997,0.81224374875,0.745289196,0.61461684,473,0.446933962,1.0675,1.045,0.74,0.328341357
"RMC",2016,0.735308698666667,0.80918890675,0.8376494525,0.735313778,0.662296036,473,0.366393443,1.045,1.0432,0.72,0.357218028
"RMC",2017,0.711782446333333,0.79459322875,0.82301493525,0.679245394,0.635319756,473,0.428340081,1.0432,1.0523,0.62,0.350334462
"RMC",2018,0.756288298333333,0.79093481525,0.8114077655,0.751664616,0.707835439,473,0.4408,1.0523,1.1385,0.64,0.35745728
"RMC",2019,0.75208123,0.81174913925,0.82428139675,0.700593632,0.662193959,473,0.379310345,1.1385,1.1646,0.63,0.364116289
"RMP",2015,0.751567526,0.812718064,0.79872599625,0.710521822,0.715049567,1615,0.412358134,1.1494,1.1493,0.61,0.282723797
"RMP",2016,0.738869043,0.82242623525,0.8159413825,0.70542804,0.688300951,1615,0.3896,1.1493,1.0926,0.64,0.33344225
"RMP",2017,0.725310643,0.78175814775,0.78371250575,0.709573729,0.688651623,1615,0.4024,1.0926,1.0789,0.66,0.333869688
"RMP",2018,0.719958166666667,0.79015578375,0.77378085475,0.652309814,0.599209029,1615,0.395154988,1.0789,1.2193,0.63,0.400153475
"RMP",2019,0.704896453666667,0.798065261,0.78409206225,0.670064119,0.6075224,1615,0.409794468,1.2193,1.1442,0.63,0.389873666
"RN3",2015,0.749606995,0.80011421875,0.828035173,0.705791491,0.546486463,496,0.431764706,0.934,0.9466,0.7,0.358279278
"RN3",2016,0.739639268333333,0.7971072525,0.82382412425,0.682387715,0.579359361,496,0.483948636,0.9466,0.9368,0.71,0.329131629
"RN3",2017,0.707516042333333,0.798977015,0.809023574,0.682318542,0.540991059,496,0.464577398,0.9368,0.9518,0.73,0.384942482
"RN3",2018,0.687633178666667,0.79137602275,0.795079209,0.666488516,0.554720917,496,0.435918367,0.9518,0.8556,0.69,0.431713031
"RN3",2019,0.721789676666667,0.81382335275,0.815252132,0.631258447,0.579538952,496,0.399677679,0.8556,0.9497,0.71,0.414480746
"RN5",2015,0.717052434,0.7890176965,0.78137598575,0.744406984,0.640636635,2800,0.428828505,1.022,1.1067,0.68,0.333126571
"RN5",2016,0.722766040666667,0.80489451675,0.80089572375,0.778329938,0.649962515,2800,0.471107111,1.1067,1.039,0.71,0.318253862
"RN5",2017,0.718170771333333,0.7994430195,0.800049321,0.777741207,0.646950968,2800,0.43234547,1.039,1.0289,0.69,0.357253208
"RN5",2018,0.700956760666667,0.77681287875,0.77352467625,0.710895358,0.574582921,2800,0.434148794,1.0289,1.0205,0.68,0.389006183
"RN5",2019,0.707232924333333,0.77223931225,0.7732828965,0.732204998,0.618214471,2800,0.445009536,1.0205,1.0081,0.69,0.380176939
"RN7",2015,0.734405876,0.7897108135,0.772525493,0.826007489,0.767822904,1485,0.498623538,1.037,1.0695,0.74,0.296407199
"RN7",2016,0.708019851666667,0.771118277,0.754989391,0.778464153,0.703421298,1485,0.482838284,1.0695,1.0378,0.72,0.322524126
"RN7",2017,0.702048872,0.7914323415,0.7810272985,0.790555593,0.718578897,1485,0.483670295,1.0378,1.0808,0.74,0.341754562
"RN7",2018,0.688234917666667,0.77964559075,0.7712168085,0.73999544,0.672508079,1485,0.443768997,1.0808,1.0729,0.73,0.391209701
"RN7",2019,0.667014739666667,0.77029445075,0.76171012825,0.702670207,0.613987197,1485,0.440260895,1.0729,1.0633,0.73,0.399271145
"RNA",2015,0.745144464333333,0.7581789465,0.76318209425,0.750864762,0.689089718,2049,0.452941176,1.038,0.998,0.75,0.307731069
